period,subject,group,profit,totalprofit,participate,type,direction1,prediction1a,prediction1b,prediction1c,prediction1d,timeokplayer1chooseok,direction2,prediction2a,prediction2b,prediction2c,prediction2d,timeokplayer2chooseok,choice1,choice2,p1a,p1b,p1c,p1d,p2a,p2b,p2c,p2d,profit1,belprofit1,profit2,belprofit2,position,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,n1,n2,n3,n4,direction,predictionA,predictionB,predictionC,predictionD,period10,session,stableID,hi_payID,UCSC_ID
9,8,5,126.447,748.697,1,2,0,0,0,0,0,0,2,24,27,25,24,2,1,2,.05,.3,.35,.3,.24,.27,.25,.24,0,6.975,120,6.447,23,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,24,27,25,24,1,4,0,1,0
9,9,3,20,520,1,2,0,0,0,0,0,0,1,0,100,0,0,23,3,1,.1,.4,.4,.1,0,1,0,0,90,7.3,20,0,42,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,1,0,100,0,0,1,4,0,1,0
9,10,1,2.1,466.5,1,2,0,0,0,0,0,0,2,0,0,30,70,13,0,2,.3,.3,.3,.1,0,0,.3,.7,120,6.6,0,2.1,13,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,0,0,30,70,1,4,0,1,0
9,11,4,6.25,354.95,1,2,0,0,0,0,0,0,1,25,25,25,25,10,2,1,0,.2,.6,.2,.25,.25,.25,.25,120,4.8,0,6.25,32,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,1,25,25,25,25,1,4,0,1,0
9,12,6,23.9,531.9,1,2,0,0,0,0,0,0,2,20,60,10,10,-12,3,2,.3,.1,.5,.1,.2,.6,.1,.1,90,8.2,20,3.9,43,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,20,60,10,10,1,4,0,1,0
10,1,4,99.1,857.8,0,1,2,0,30,70,0,20,0,0,0,0,0,0,2,2,0,.3,.7,0,1,0,0,0,90,9.1,90,0,33,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,2,0,30,70,0,1,4,0,1,0
10,2,1,95.7,709.4,1,2,0,0,0,0,0,0,3,10,60,30,0,20,2,3,.3,.7,0,0,.1,.6,.3,0,20,2.1,90,5.7,34,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,3,10,60,30,0,1,4,0,1,0
10,3,3,95.6,778.025,0,1,2,40,20,20,20,6,0,0,0,0,0,0,2,2,.4,.2,.2,.2,0,.2,.6,.2,90,5.6,90,8.8,33,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,2,40,20,20,20,1,4,0,1,0
10,4,6,96.875,607.65,1,2,0,0,0,0,0,0,1,5,35,40,20,1,1,1,.4,.3,.2,.1,.05,.35,.4,.2,90,6.5,90,6.875,22,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,1,5,35,40,20,1,4,0,1,0
10,5,2,4.9,830.5,1,2,0,0,0,0,0,0,0,10,20,60,10,-6,1,0,.2,.6,.2,0,.1,.2,.6,.1,120,4.8,0,4.9,21,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,0,10,20,60,10,1,4,0,1,0
10,6,6,96.5,792.9,0,1,1,40,30,20,10,-8,0,0,0,0,0,0,1,1,.4,.3,.2,.1,.05,.35,.4,.2,90,6.5,90,6.875,22,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,1,40,30,20,10,1,4,0,1,0
10,7,3,98.8,964.9,1,2,0,0,0,0,0,0,2,0,20,60,20,15,2,2,.4,.2,.2,.2,0,.2,.6,.2,90,5.6,90,8.8,33,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,2,0,20,60,20,1,4,0,1,0
10,8,5,126.25,874.947,0,1,1,25,25,25,25,16,0,0,0,0,0,0,1,0,.25,.25,.25,.25,.1,.1,.7,.1,120,6.25,0,3.4,21,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,1,25,25,25,25,1,4,0,1,0
10,9,4,90,610,1,2,0,0,0,0,0,0,2,100,0,0,0,-5,2,2,0,.3,.7,0,1,0,0,0,90,9.1,90,0,33,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,2,100,0,0,0,1,4,0,1,0
10,10,1,22.1,488.6,0,1,2,30,70,0,0,6,0,0,0,0,0,0,2,3,.3,.7,0,0,.1,.6,.3,0,20,2.1,90,5.7,34,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,2,30,70,0,0,1,4,0,1,0
10,11,5,3.4,358.35,1,2,0,0,0,0,0,0,0,10,10,70,10,11,1,0,.25,.25,.25,.25,.1,.1,.7,.1,120,6.25,0,3.4,21,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,0,10,10,70,10,1,4,0,1,0
10,12,2,124.8,656.7,0,1,1,20,60,20,0,-5,0,0,0,0,0,0,1,0,.2,.6,.2,0,.1,.2,.6,.1,120,4.8,0,4.9,21,2,1,2,2,1,1,3,0,2,2,0,1,2,4,5,1,1,20,60,20,0,1,4,0,1,0
11,1,5,22.4,880.2,0,1,2,0,40,60,0,20,0,0,0,0,0,0,2,3,0,.4,.6,0,.1,.5,.3,.1,20,2.4,90,6.2,34,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,0,40,60,0,2,4,0,1,0
11,2,5,96.2,805.6,1,2,0,0,0,0,0,0,3,10,50,30,10,9,2,3,0,.4,.6,0,.1,.5,.3,.1,20,2.4,90,6.2,34,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,3,10,50,30,10,2,4,0,1,0
11,3,6,95.5,873.525,0,1,2,40,10,20,30,16,0,0,0,0,0,0,2,2,.4,.1,.2,.3,0,.2,.6,.2,90,5.5,90,8.8,33,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,40,10,20,30,2,4,0,1,0
11,4,4,97.375,705.025,0,1,2,35,5,40,20,12,0,0,0,0,0,0,2,2,.35,.05,.4,.2,0,.5,.5,0,90,7.375,90,7.5,33,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,35,5,40,20,2,4,0,1,0
11,5,2,24.2,854.7,1,2,0,0,0,0,0,0,2,50,10,30,10,12,3,2,.1,.3,.5,.1,.5,.1,.3,.1,90,8.2,20,4.2,43,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,50,10,30,10,2,4,0,1,0
11,6,1,24.5,817.4,0,1,0,30,40,20,10,-9,0,0,0,0,0,0,0,3,.3,.4,.2,.1,1,0,0,0,20,4.5,90,10,14,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,0,30,40,20,10,2,4,0,1,0
11,7,6,98.8,1063.7,1,2,0,0,0,0,0,0,2,0,20,60,20,13,2,2,.4,.1,.2,.3,0,.2,.6,.2,90,5.5,90,8.8,33,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,0,20,60,20,2,4,0,1,0
11,8,3,6.25,881.197,1,2,0,0,0,0,0,0,2,25,25,25,25,18,0,2,.3,.7,0,0,.25,.25,.25,.25,120,2.1,0,6.25,13,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,25,25,25,25,2,4,0,1,0
11,9,1,100,710,1,2,0,0,0,0,0,0,3,100,0,0,0,6,0,3,.3,.4,.2,.1,1,0,0,0,20,4.5,90,10,14,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,3,100,0,0,0,2,4,0,1,0
11,10,3,122.1,610.7,0,1,0,30,70,0,0,1,0,0,0,0,0,0,0,2,.3,.7,0,0,.25,.25,.25,.25,120,2.1,0,6.25,13,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,0,30,70,0,0,2,4,0,1,0
11,11,4,97.5,455.85,1,2,0,0,0,0,0,0,2,0,50,50,0,16,2,2,.35,.05,.4,.2,0,.5,.5,0,90,7.375,90,7.5,33,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,2,0,50,50,0,2,4,0,1,0
11,12,2,98.2,754.9,0,1,3,10,30,50,10,-15,0,0,0,0,0,0,3,2,.1,.3,.5,.1,.5,.1,.3,.1,90,8.2,20,4.2,43,0,3,0,2,2,2,3,2,2,2,3,2,2,0,7,3,3,10,30,50,10,2,4,0,1,0
12,1,5,99.9,980.1,0,1,2,0,0,90,10,16,0,0,0,0,0,0,2,2,0,0,.9,.1,.2,.3,0,.5,90,9.9,90,3.1,33,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,0,0,90,10,2,4,0,1,0
12,2,2,96.2,901.8,0,1,3,10,50,30,10,15,0,0,0,0,0,0,3,2,.1,.5,.3,.1,.4,.1,.2,.3,90,6.2,20,6.5,43,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,3,10,50,30,10,2,4,0,1,0
12,3,2,26.5,900.025,1,2,0,0,0,0,0,0,2,40,10,20,30,20,3,2,.1,.5,.3,.1,.4,.1,.2,.3,90,6.2,20,6.5,43,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,40,10,20,30,2,4,0,1,0
12,4,1,97.375,802.4,0,1,0,40,35,5,20,-4,0,0,0,0,0,0,0,0,.4,.35,.05,.2,.3,.7,0,0,90,7.375,90,5.1,11,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,0,40,35,5,20,2,4,0,1,0
12,5,3,7.9,862.6,0,1,1,40,0,50,10,7,0,0,0,0,0,0,1,2,.4,0,.5,.1,.1,.3,.4,.2,0,7.9,120,6.5,23,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,1,40,0,50,10,2,4,0,1,0
12,6,6,4.5,821.9,0,1,3,20,30,40,10,0,0,0,0,0,0,0,3,3,.2,.3,.4,.1,1,0,0,0,0,4.5,0,0,44,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,3,20,30,40,10,2,4,0,1,0
12,7,3,126.5,1190.2,1,2,0,0,0,0,0,0,2,10,30,40,20,-28,1,2,.4,0,.5,.1,.1,.3,.4,.2,0,7.9,120,6.5,23,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,10,30,40,20,2,4,0,1,0
12,8,4,93.2,974.397,0,1,2,40,40,0,20,14,0,0,0,0,0,0,2,2,.4,.4,0,.2,0,.2,.6,.2,90,3.2,90,8.8,33,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,40,40,0,20,2,4,0,1,0
12,9,6,0,710,1,2,0,0,0,0,0,0,3,100,0,0,0,10,3,3,.2,.3,.4,.1,1,0,0,0,0,4.5,0,0,44,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,3,100,0,0,0,2,4,0,1,0
12,10,1,95.1,705.8,1,2,0,0,0,0,0,0,0,30,70,0,0,7,0,0,.4,.35,.05,.2,.3,.7,0,0,90,7.375,90,5.1,11,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,0,30,70,0,0,2,4,0,1,0
12,11,4,98.8,554.65,1,2,0,0,0,0,0,0,2,0,20,60,20,14,2,2,.4,.4,0,.2,0,.2,.6,.2,90,3.2,90,8.8,33,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,0,20,60,20,2,4,0,1,0
12,12,5,93.1,848,1,2,0,0,0,0,0,0,2,20,30,0,50,-8,2,2,0,0,.9,.1,.2,.3,0,.5,90,9.9,90,3.1,33,0,3,1,2,2,3,0,2,2,2,2,3,2,1,6,3,2,20,30,0,50,2,4,0,1,0
13,1,2,9.7,989.8,0,1,1,10,10,80,0,15,0,0,0,0,0,0,1,2,.1,.1,.8,0,.5,.1,.3,.1,0,9.7,120,4.2,23,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,1,10,10,80,0,2,4,0,1,0
13,2,4,98.9,1000.7,0,1,3,10,20,60,10,21,0,0,0,0,0,0,3,2,.1,.2,.6,.1,.1,.4,0,.5,90,8.9,20,7.9,43,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,3,10,20,60,10,2,4,0,1,0
13,3,3,95.775,995.8,0,1,2,40,0,25,35,0,0,0,0,0,0,0,2,2,.4,0,.25,.35,.4,.4,0,.2,90,5.775,90,3.2,33,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,40,0,25,35,2,4,0,1,0
13,4,1,94.75,897.15,0,1,0,15,45,5,35,-27,0,0,0,0,0,0,0,0,.15,.45,.05,.35,.3,0,.7,0,90,4.75,90,5.1,11,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,0,15,45,5,35,2,4,0,1,0
13,5,2,124.2,986.8,1,2,0,0,0,0,0,0,2,50,10,30,10,2,1,2,.1,.1,.8,0,.5,.1,.3,.1,0,9.7,120,4.2,23,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,50,10,30,10,2,4,0,1,0
13,6,5,24.2,846.1,0,1,2,30,10,50,10,2,0,0,0,0,0,0,2,3,.3,.1,.5,.1,.1,0,.6,.3,20,4.2,90,8.7,34,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,30,10,50,10,2,4,0,1,0
13,7,5,98.7,1288.9,1,2,0,0,0,0,0,0,3,10,0,60,30,-5,2,3,.3,.1,.5,.1,.1,0,.6,.3,20,4.2,90,8.7,34,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,3,10,0,60,30,2,4,0,1,0
13,8,3,93.2,1067.597,1,2,0,0,0,0,0,0,2,40,40,0,20,7,2,2,.4,0,.25,.35,.4,.4,0,.2,90,5.775,90,3.2,33,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,40,40,0,20,2,4,0,1,0
13,9,6,100,810,0,1,2,0,0,100,0,21,0,0,0,0,0,0,2,2,0,0,1,0,.2,.1,.6,.1,90,10,90,8.9,33,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,0,0,100,0,2,4,0,1,0
13,10,1,95.1,800.9,1,2,0,0,0,0,0,0,0,30,0,70,0,6,0,0,.15,.45,.05,.35,.3,0,.7,0,90,4.75,90,5.1,11,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,0,30,0,70,0,2,4,0,1,0
13,11,6,98.9,653.55,1,2,0,0,0,0,0,0,2,20,10,60,10,4,2,2,0,0,1,0,.2,.1,.6,.1,90,10,90,8.9,33,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,20,10,60,10,2,4,0,1,0
13,12,4,27.9,875.9,1,2,0,0,0,0,0,0,2,10,40,0,50,10,3,2,.1,.2,.6,.1,.1,.4,0,.5,90,8.9,20,7.9,43,0,1,2,3,2,2,0,2,2,2,3,2,2,1,7,2,2,10,40,0,50,2,4,0,1,0
14,1,5,129.1,1118.9,0,1,0,30,0,70,0,19,0,0,0,0,0,0,0,2,.3,0,.7,0,0,0,1,0,120,9.1,0,0,13,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,0,30,0,70,0,2,4,0,1,0
14,2,4,99.4,1100.1,0,1,3,10,10,70,10,19,0,0,0,0,0,0,3,2,.1,.1,.7,.1,0,0,1,0,90,9.4,20,0,43,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,3,10,10,70,10,2,4,0,1,0
14,3,6,26.775,1022.575,0,1,2,40,0,25,35,17,0,0,0,0,0,0,2,3,.4,0,.25,.35,.4,.1,.4,.1,20,6.775,90,7.3,34,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,40,0,25,35,2,4,0,1,0
14,4,2,95.175,992.325,0,1,2,30,30,15,25,-22,0,0,0,0,0,0,2,2,.3,.3,.15,.25,0,0,1,0,90,5.175,90,10,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,30,30,15,25,2,4,0,1,0
14,5,6,97.3,1084.1,1,2,0,0,0,0,0,0,3,40,10,40,10,9,2,3,.4,0,.25,.35,.4,.1,.4,.1,20,6.775,90,7.3,34,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,3,40,10,40,10,2,4,0,1,0
14,6,3,98.2,944.3,0,1,2,30,10,50,10,-16,0,0,0,0,0,0,2,2,.3,.1,.5,.1,.3,.7,0,0,90,8.2,90,2.1,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,30,10,50,10,2,4,0,1,0
14,7,2,100,1388.9,1,2,0,0,0,0,0,0,2,0,0,100,0,15,2,2,.3,.3,.15,.25,0,0,1,0,90,5.175,90,10,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,0,0,100,0,2,4,0,1,0
14,8,1,93.2,1160.797,0,1,2,40,40,0,20,24,0,0,0,0,0,0,2,2,.4,.4,0,.2,.2,.6,.1,.1,90,3.2,90,3.9,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,40,40,0,20,2,4,0,1,0
14,9,4,20,830,1,2,0,0,0,0,0,0,2,0,0,100,0,21,3,2,.1,.1,.7,.1,0,0,1,0,90,9.4,20,0,43,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,0,0,100,0,2,4,0,1,0
14,10,3,92.1,893,1,2,0,0,0,0,0,0,2,30,70,0,0,-2,2,2,.3,.1,.5,.1,.3,.7,0,0,90,8.2,90,2.1,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,30,70,0,0,2,4,0,1,0
14,11,5,0,653.55,1,2,0,0,0,0,0,0,2,0,0,100,0,18,0,2,.3,0,.7,0,0,0,1,0,120,9.1,0,0,13,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,0,0,100,0,2,4,0,1,0
14,12,1,93.9,969.8,1,2,0,0,0,0,0,0,2,20,60,10,10,-13,2,2,.4,.4,0,.2,.2,.6,.1,.1,90,3.2,90,3.9,33,2,2,2,3,0,2,2,2,2,2,2,3,1,0,9,2,2,20,60,10,10,2,4,0,1,0
15,1,5,130,1248.9,0,1,0,0,0,100,0,22,0,0,0,0,0,0,0,2,0,0,1,0,.3,0,.6,.1,120,10,0,5.7,13,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,0,0,0,100,0,2,4,0,1,0
15,2,2,93.4,1193.5,0,1,3,10,10,70,10,23,0,0,0,0,0,0,3,0,.1,.1,.7,.1,0,0,1,0,90,3.4,20,0,41,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,3,10,10,70,10,2,4,0,1,0
15,3,3,95.775,1118.35,0,1,2,40,0,25,35,21,0,0,0,0,0,0,2,2,.4,0,.25,.35,.7,0,.3,0,90,5.775,90,5.1,33,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,40,0,25,35,2,4,0,1,0
15,4,6,96.875,1089.2,0,1,2,5,40,35,20,-4,0,0,0,0,0,0,2,2,.05,.4,.35,.2,.4,.4,0,.2,90,6.875,90,3.2,33,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,5,40,35,20,2,4,0,1,0
15,5,4,126.9,1211,0,1,0,50,0,40,10,0,0,0,0,0,0,0,0,2,.5,0,.4,.1,.2,.1,.6,.1,120,6.9,0,4.9,13,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,0,50,0,40,10,2,4,0,1,0
15,6,5,5.7,950,1,2,0,0,0,0,0,0,2,30,0,60,10,0,0,2,0,0,1,0,.3,0,.6,.1,120,10,0,5.7,13,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,30,0,60,10,2,4,0,1,0
15,7,2,20,1408.9,1,2,0,0,0,0,0,0,0,0,0,100,0,-9,3,0,.1,.1,.7,.1,0,0,1,0,90,3.4,20,0,41,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,0,0,0,100,0,2,4,0,1,0
15,8,6,93.2,1253.997,1,2,0,0,0,0,0,0,2,40,40,0,20,24,2,2,.05,.4,.35,.2,.4,.4,0,.2,90,6.875,90,3.2,33,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,40,40,0,20,2,4,0,1,0
15,9,1,120,950,0,1,2,0,0,100,0,17,0,0,0,0,0,0,2,1,0,0,1,0,.4,.4,.1,.1,120,0,0,4.3,32,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,0,0,100,0,2,4,0,1,0
15,10,3,95.1,988.1,1,2,0,0,0,0,0,0,2,70,0,30,0,5,2,2,.4,0,.25,.35,.7,0,.3,0,90,5.775,90,5.1,33,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,70,0,30,0,2,4,0,1,0
15,11,4,4.9,658.45,1,2,0,0,0,0,0,0,2,20,10,60,10,17,0,2,.5,0,.4,.1,.2,.1,.6,.1,120,6.9,0,4.9,13,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,2,20,10,60,10,2,4,0,1,0
15,12,1,4.3,974.1,1,2,0,0,0,0,0,0,1,40,40,10,10,3,2,1,0,0,1,0,.4,.4,.1,.1,120,0,0,4.3,32,2,3,2,0,0,2,1,0,2,2,2,2,3,1,7,1,1,40,40,10,10,2,4,0,1,0
16,1,5,91.9,1340.8,0,1,0,10,0,90,0,18,0,0,0,0,0,0,0,0,.1,0,.9,0,.7,0,.3,0,90,1.9,90,9.1,11,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,0,10,0,90,0,2,4,0,1,0
16,2,3,99.3,1292.8,0,1,3,20,10,70,0,21,0,0,0,0,0,0,3,2,.2,.1,.7,0,0,0,1,0,90,9.3,20,0,43,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,3,20,10,70,0,2,4,0,1,0
16,3,1,123.275,1241.625,0,1,2,40,0,25,35,22,0,0,0,0,0,0,2,1,.4,0,.25,.35,.2,.6,.1,.1,120,3.275,0,3.9,32,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,2,40,0,25,35,2,4,0,1,0
16,4,2,123.925,1213.125,0,1,1,5,30,40,25,-8,0,0,0,0,0,0,1,0,.05,.3,.4,.25,.5,0,.5,0,120,3.925,0,2.5,21,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,1,5,30,40,25,2,4,0,1,0
16,5,6,96.9,1307.9,0,1,3,50,0,40,10,6,0,0,0,0,0,0,3,2,.5,0,.4,.1,0,0,1,0,90,6.9,20,0,43,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,3,50,0,40,10,2,4,0,1,0
16,6,4,95.325,1045.325,0,1,0,20,15,50,15,-3,0,0,0,0,0,0,0,0,.2,.15,.5,.15,.1,0,.8,.1,90,5.325,90,2.7,11,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,0,20,15,50,15,2,4,0,1,0
16,7,4,92.7,1501.6,1,2,0,0,0,0,0,0,0,10,0,80,10,1,0,0,.2,.15,.5,.15,.1,0,.8,.1,90,5.325,90,2.7,11,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,0,10,0,80,10,2,4,0,1,0
16,8,6,20,1273.997,1,2,0,0,0,0,0,0,2,0,0,100,0,25,3,2,.5,0,.4,.1,0,0,1,0,90,6.9,20,0,43,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,2,0,0,100,0,2,4,0,1,0
16,9,3,20,970,1,2,0,0,0,0,0,0,2,0,0,100,0,23,3,2,.2,.1,.7,0,0,0,1,0,90,9.3,20,0,43,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,2,0,0,100,0,2,4,0,1,0
16,10,5,99.1,1087.2,1,2,0,0,0,0,0,0,0,70,0,30,0,-1,0,0,.1,0,.9,0,.7,0,.3,0,90,1.9,90,9.1,11,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,0,70,0,30,0,2,4,0,1,0
16,11,2,2.5,660.95,1,2,0,0,0,0,0,0,0,50,0,50,0,9,1,0,.05,.3,.4,.25,.5,0,.5,0,120,3.925,0,2.5,21,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,0,50,0,50,0,2,4,0,1,0
16,12,1,3.9,978,1,2,0,0,0,0,0,0,1,20,60,10,10,3,2,1,.4,0,.25,.35,.2,.6,.1,.1,120,3.275,0,3.9,32,2,1,3,0,0,3,1,0,2,0,0,2,5,2,3,2,1,20,60,10,10,2,4,0,1,0
17,1,3,2.4,1343.2,0,1,1,60,40,0,0,14,0,0,0,0,0,0,1,2,.6,.4,0,0,.3,.1,.3,.3,0,2.4,120,4.6,23,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,1,60,40,0,0,2,4,0,1,0
17,2,4,98.1,1390.9,0,1,3,20,50,30,0,18,0,0,0,0,0,0,3,1,.2,.5,.3,0,.5,.5,0,0,90,8.1,20,2.5,42,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,3,20,50,30,0,2,4,0,1,0
17,3,1,123.275,1364.9,0,1,2,40,0,25,35,23,0,0,0,0,0,0,2,1,.4,0,.25,.35,.4,.1,.4,.1,120,3.275,0,7.3,32,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,2,40,0,25,35,2,4,0,1,0
17,4,6,96.425,1309.55,0,1,0,30,40,5,25,-1,0,0,0,0,0,0,0,0,.3,.4,.05,.25,.4,.15,.3,.15,90,6.425,90,7.525,11,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,0,30,40,5,25,2,4,0,1,0
17,5,1,7.3,1315.2,1,2,0,0,0,0,0,0,1,40,10,40,10,12,2,1,.4,0,.25,.35,.4,.1,.4,.1,120,3.275,0,7.3,32,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,1,40,10,40,10,2,4,0,1,0
17,6,6,97.525,1142.85,1,2,0,0,0,0,0,0,0,40,15,30,15,-1,0,0,.3,.4,.05,.25,.4,.15,.3,.15,90,6.425,90,7.525,11,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,0,40,15,30,15,2,4,0,1,0
17,7,3,124.6,1626.2,1,2,0,0,0,0,0,0,2,30,10,30,30,5,1,2,.6,.4,0,0,.3,.1,.3,.3,0,2.4,120,4.6,23,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,2,30,10,30,30,2,4,0,1,0
17,8,5,2.1,1276.097,0,1,0,0,0,30,70,23,0,0,0,0,0,0,0,1,0,0,.3,.7,.2,.6,.1,.1,0,2.1,120,4.9,12,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,0,0,0,30,70,2,4,0,1,0
17,9,2,0,970,0,1,2,0,0,100,0,22,0,0,0,0,0,0,2,0,0,0,1,0,0,.7,0,.3,0,0,120,2.1,31,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,2,0,0,100,0,2,4,0,1,0
17,10,2,122.1,1209.3,1,2,0,0,0,0,0,0,0,0,70,0,30,1,2,0,0,0,1,0,0,.7,0,.3,0,0,120,2.1,31,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,0,0,70,0,30,2,4,0,1,0
17,11,4,22.5,683.45,1,2,0,0,0,0,0,0,1,50,50,0,0,17,3,1,.2,.5,.3,0,.5,.5,0,0,90,8.1,20,2.5,42,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,1,50,50,0,0,2,4,0,1,0
17,12,5,124.9,1102.9,1,2,0,0,0,0,0,0,1,20,60,10,10,11,0,1,0,0,.3,.7,.2,.6,.1,.1,0,2.1,120,4.9,12,2,2,1,3,0,0,1,0,2,1,1,0,4,4,3,1,1,20,60,10,10,2,4,0,1,0
18,1,1,97.5,1440.7,0,1,1,50,50,0,0,9,0,0,0,0,0,0,1,1,.5,.5,0,0,.25,.25,.25,.25,90,7.5,90,6.25,22,1,3,0,1,2,0,1,1,2,0,2,1,3,5,3,1,1,50,50,0,0,2,4,0,1,0
18,2,2,97.2,1488.1,0,1,3,20,40,40,0,20,0,0,0,0,0,0,3,1,.2,.4,.4,0,.7,0,.3,0,90,7.2,20,2.1,42,1,3,0,1,2,0,1,1,2,0,2,1,3,5,3,1,3,20,40,40,0,2,4,0,1,0
