period,subject,group,profit,totalprofit,participate,type,direction1,prediction1a,prediction1b,prediction1c,prediction1d,timeokplayer1chooseok,direction2,prediction2a,prediction2b,prediction2c,prediction2d,timeokplayer2chooseok,choice1,choice2,p1a,p1b,p1c,p1d,p2a,p2b,p2c,p2d,profit1,belprofit1,profit2,belprofit2,position,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,n1,n2,n3,n4,direction,predictionA,predictionB,predictionC,predictionD,period10,session,stableID,hi_payID,UCSC_ID
23,5,3,97.3,1955.2,0,1,3,30,30,40,0,19,0,0,0,0,0,0,3,2,.3,.3,.4,0,.25,.25,.5,0,90,7.3,20,3.125,43,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,3,30,30,40,0,3,6,0,0,0
23,6,4,96.7,1847.457,0,1,3,30,20,30,20,-11,0,0,0,0,0,0,3,0,.3,.2,.3,.2,.4,.1,.4,.1,90,6.7,20,4.3,41,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,3,30,20,30,20,3,6,0,0,0
23,7,2,25.2,1673.15,0,1,2,40,0,40,20,14,0,0,0,0,0,0,2,3,.4,0,.4,.2,.45,.05,.05,.45,20,5.2,90,3.45,34,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,2,40,0,40,20,3,6,0,0,0
23,8,6,100,1780.35,1,2,0,0,0,0,0,0,3,0,0,100,0,23,2,3,.1,.4,.2,.3,0,0,1,0,20,6.5,90,10,34,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,3,0,0,100,0,3,6,0,0,0
23,9,2,93.45,1480.125,1,2,0,0,0,0,0,0,3,45,5,5,45,2,2,3,.4,0,.4,.2,.45,.05,.05,.45,20,5.2,90,3.45,34,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,3,45,5,5,45,3,6,0,0,0
23,10,4,24.3,1318.84,1,2,0,0,0,0,0,0,0,40,10,40,10,16,3,0,.3,.2,.3,.2,.4,.1,.4,.1,90,6.7,20,4.3,41,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,0,40,10,40,10,3,6,0,0,0
23,11,3,23.125,1130.25,1,2,0,0,0,0,0,0,2,25,25,50,0,23,3,2,.3,.3,.4,0,.25,.25,.5,0,90,7.3,20,3.125,43,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,2,25,25,50,0,3,6,0,0,0
23,12,5,127.5,1485.5,1,2,0,0,0,0,0,0,0,50,0,50,0,0,2,0,0,0,.5,.5,.5,0,.5,0,0,2.5,120,7.5,31,0,2,3,3,2,2,0,3,2,0,0,3,4,0,4,4,0,50,0,50,0,3,6,0,0,0
24,1,5,23.333,1992.383,0,1,0,34,33,33,0,-2,0,0,0,0,0,0,0,3,.34,.33,.33,0,.3,.3,.4,0,20,3.333,90,6.3,14,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,0,34,33,33,0,3,6,0,0,0
24,2,2,125.725,1246.075,0,1,2,5,30,60,5,17,0,0,0,0,0,0,2,1,.05,.3,.6,.05,.25,.25,.25,.25,120,5.725,0,6.25,32,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,2,5,30,60,5,3,6,0,0,0
24,3,6,100,1541.425,0,1,2,0,0,100,0,22,0,0,0,0,0,0,2,2,0,0,1,0,.5,0,.5,0,90,10,90,7.5,33,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,2,0,0,100,0,3,6,0,0,0
24,4,6,97.5,1300.625,1,2,0,0,0,0,0,0,2,50,0,50,0,18,2,2,0,0,1,0,.5,0,.5,0,90,10,90,7.5,33,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,2,50,0,50,0,3,6,0,0,0
24,5,5,96.3,2051.5,1,2,0,0,0,0,0,0,3,30,30,40,0,25,0,3,.34,.33,.33,0,.3,.3,.4,0,20,3.333,90,6.3,14,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,3,30,30,40,0,3,6,0,0,0
24,6,4,92.5,1939.957,0,1,0,0,50,50,0,10,0,0,0,0,0,0,0,0,0,.5,.5,0,.35,.05,.3,.3,90,2.5,90,6.975,11,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,0,0,50,50,0,3,6,0,0,0
24,7,3,26.733,1699.883,0,1,0,33,0,33,34,4,0,0,0,0,0,0,0,3,.33,0,.33,.34,.45,.05,.05,.45,20,6.733,90,7.45,14,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,0,33,0,33,34,3,6,0,0,0
24,8,1,90,1870.35,0,1,3,0,0,100,0,22,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,90,0,20,0,42,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,3,0,0,100,0,3,6,0,0,0
24,9,3,97.45,1577.575,1,2,0,0,0,0,0,0,3,45,5,5,45,18,0,3,.33,0,.33,.34,.45,.05,.05,.45,20,6.733,90,7.45,14,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,3,45,5,5,45,3,6,0,0,0
24,10,4,96.975,1415.815,1,2,0,0,0,0,0,0,0,35,5,30,30,-1,0,0,0,.5,.5,0,.35,.05,.3,.3,90,2.5,90,6.975,11,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,0,35,5,30,30,3,6,0,0,0
24,11,1,20,1150.25,1,2,0,0,0,0,0,0,1,100,0,0,0,13,3,1,0,0,1,0,1,0,0,0,90,0,20,0,42,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,1,100,0,0,0,3,6,0,0,0
24,12,2,6.25,1491.75,1,2,0,0,0,0,0,0,1,25,25,25,25,-6,2,1,.05,.3,.6,.05,.25,.25,.25,.25,120,5.725,0,6.25,32,3,2,0,0,0,2,1,1,3,0,3,2,4,2,3,3,1,25,25,25,25,3,6,0,0,0
25,1,2,6.25,1998.633,0,1,1,25,25,25,25,17,0,0,0,0,0,0,1,2,.25,.25,.25,.25,0,.5,.5,0,0,6.25,120,7.5,23,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,25,25,25,25,3,6,0,0,0
25,2,3,98.3,1344.375,0,1,1,20,50,20,10,3,0,0,0,0,0,0,1,1,.2,.5,.2,.1,.45,.05,.05,.45,90,8.3,90,3.45,22,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,20,50,20,10,3,6,0,0,0
25,3,2,127.5,1668.925,1,2,0,0,0,0,0,0,2,0,50,50,0,22,1,2,.25,.25,.25,.25,0,.5,.5,0,0,6.25,120,7.5,23,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,2,0,50,50,0,3,6,0,0,0
25,4,5,20,1320.625,0,1,1,0,100,0,0,17,0,0,0,0,0,0,1,3,0,1,0,0,0,.5,.5,0,20,0,90,7.5,24,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,0,100,0,0,3,6,0,0,0
25,5,6,96.3,2147.8,0,1,3,30,30,40,0,24,0,0,0,0,0,0,3,1,.3,.3,.4,0,.5,.25,0,.25,90,6.3,20,5.625,42,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,3,30,30,40,0,3,6,0,0,0
25,6,1,96.25,2036.207,0,1,1,25,25,25,25,8,0,0,0,0,0,0,1,1,.25,.25,.25,.25,.3,.4,.15,.15,90,6.25,90,7.525,22,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,25,25,25,25,3,6,0,0,0
25,7,4,127.6,1827.483,0,1,1,40,20,20,20,-2,0,0,0,0,0,0,1,0,.4,.2,.2,.2,.9,0,.1,0,120,7.6,0,.9,21,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,40,20,20,20,3,6,0,0,0
25,8,5,97.5,1967.85,1,2,0,0,0,0,0,0,3,0,50,50,0,21,1,3,0,1,0,0,0,.5,.5,0,20,0,90,7.5,24,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,3,0,50,50,0,3,6,0,0,0
25,9,3,93.45,1671.025,1,2,0,0,0,0,0,0,1,45,5,5,45,14,1,1,.2,.5,.2,.1,.45,.05,.05,.45,90,8.3,90,3.45,22,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,45,5,5,45,3,6,0,0,0
25,10,1,97.525,1513.34,1,2,0,0,0,0,0,0,1,30,40,15,15,16,1,1,.25,.25,.25,.25,.3,.4,.15,.15,90,6.25,90,7.525,22,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,30,40,15,15,3,6,0,0,0
25,11,4,.9,1151.15,1,2,0,0,0,0,0,0,0,90,0,10,0,12,1,0,.4,.2,.2,.2,.9,0,.1,0,120,7.6,0,.9,21,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,0,90,0,10,0,3,6,0,0,0
25,12,6,25.625,1517.375,1,2,0,0,0,0,0,0,1,50,25,0,25,0,3,1,.3,.3,.4,0,.5,.25,0,.25,90,6.3,20,5.625,42,1,1,1,1,1,3,1,2,1,0,3,1,1,8,1,2,1,50,25,0,25,3,6,0,0,0
26,1,4,96.25,2094.883,0,1,2,25,25,25,25,23,0,0,0,0,0,0,2,2,.25,.25,.25,.25,.2,.45,.1,.25,90,6.25,90,4.425,33,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,2,25,25,25,25,3,6,0,0,0
26,2,1,99.725,1444.1,0,1,2,5,10,80,5,10,0,0,0,0,0,0,2,2,.05,.1,.8,.05,.1,.3,.4,.2,90,9.725,90,7.5,33,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,2,5,10,80,5,3,6,0,0,0
26,3,3,0,1668.925,0,1,2,0,0,100,0,24,0,0,0,0,0,0,2,0,0,0,1,0,.5,0,.5,0,0,0,120,7.5,31,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,2,0,0,100,0,3,6,0,0,0
26,4,6,26.25,1346.875,0,1,0,25,25,25,25,16,0,0,0,0,0,0,0,3,.25,.25,.25,.25,.33,.01,.33,.33,20,6.25,90,6.666,14,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,0,25,25,25,25,3,6,0,0,0
26,5,2,96.3,2244.1,0,1,3,30,30,40,0,19,0,0,0,0,0,0,3,1,.3,.3,.4,0,.25,.5,.25,0,90,6.3,20,3.125,42,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,3,30,30,40,0,3,6,0,0,0
26,6,6,96.666,2132.873,1,2,0,0,0,0,0,0,3,33,1,33,33,20,0,3,.25,.25,.25,.25,.33,.01,.33,.33,20,6.25,90,6.666,14,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,3,33,1,33,33,3,6,0,0,0
26,7,3,127.5,1954.983,1,2,0,0,0,0,0,0,0,50,0,50,0,3,2,0,0,0,1,0,.5,0,.5,0,0,0,120,7.5,31,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,0,50,0,50,0,3,6,0,0,0
26,8,5,97.5,2065.35,0,1,3,0,50,50,0,23,0,0,0,0,0,0,3,1,0,.5,.5,0,0,.91,.09,0,90,7.5,20,.819,42,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,3,0,50,50,0,3,6,0,0,0
26,9,4,94.425,1765.45,1,2,0,0,0,0,0,0,2,20,45,10,25,3,2,2,.25,.25,.25,.25,.2,.45,.1,.25,90,6.25,90,4.425,33,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,2,20,45,10,25,3,6,0,0,0
26,10,1,97.5,1610.84,1,2,0,0,0,0,0,0,2,10,30,40,20,11,2,2,.05,.1,.8,.05,.1,.3,.4,.2,90,9.725,90,7.5,33,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,2,10,30,40,20,3,6,0,0,0
26,11,5,20.819,1171.97,1,2,0,0,0,0,0,0,1,0,91,9,0,15,3,1,0,.5,.5,0,0,.91,.09,0,90,7.5,20,.819,42,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,1,0,91,9,0,3,6,0,0,0
26,12,2,23.125,1540.5,1,2,0,0,0,0,0,0,1,25,50,25,0,-20,3,1,.3,.3,.4,0,.25,.5,.25,0,90,6.3,20,3.125,42,2,3,2,2,3,0,2,1,0,2,1,3,2,2,5,3,1,25,50,25,0,3,6,0,0,0
27,1,5,95.95,2190.833,0,1,0,25,15,45,15,14,0,0,0,0,0,0,0,0,.25,.15,.45,.15,.4,.2,.4,0,90,5.95,90,7.2,11,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,0,25,15,45,15,3,6,0,0,0
27,2,5,97.2,1541.3,1,2,0,0,0,0,0,0,0,40,20,40,0,-1,0,0,.25,.15,.45,.15,.4,.2,.4,0,90,5.95,90,7.2,11,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,0,40,20,40,0,3,6,0,0,0
27,3,6,126.25,1795.175,0,1,2,25,25,25,25,22,0,0,0,0,0,0,2,1,.25,.25,.25,.25,.3,0,.4,.3,120,6.25,0,7.3,32,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,2,25,25,25,25,3,6,0,0,0
27,4,4,2.5,1349.375,0,1,1,0,50,0,50,2,0,0,0,0,0,0,1,2,0,.5,0,.5,0,.25,.5,.25,0,2.5,120,5.625,23,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,1,0,50,0,50,3,6,0,0,0
27,5,2,96.3,2340.4,0,1,3,30,30,40,0,23,0,0,0,0,0,0,3,0,.3,.3,.4,0,0,0,1,0,90,6.3,20,0,41,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,3,30,30,40,0,3,6,0,0,0
27,6,1,96.6,2229.473,0,1,3,30,30,10,30,9,0,0,0,0,0,0,3,1,.3,.3,.1,.3,.45,.05,.05,.45,90,6.6,20,7.45,42,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,3,30,30,10,30,3,6,0,0,0
27,7,6,7.3,1962.283,1,2,0,0,0,0,0,0,1,30,0,40,30,17,2,1,.25,.25,.25,.25,.3,0,.4,.3,120,6.25,0,7.3,32,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,1,30,0,40,30,3,6,0,0,0
27,8,3,92.5,2157.85,0,1,3,0,50,50,0,23,0,0,0,0,0,0,3,0,0,.5,.5,0,.5,.25,.15,.1,90,2.5,20,4.275,41,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,3,0,50,50,0,3,6,0,0,0
27,9,1,27.45,1792.9,1,2,0,0,0,0,0,0,1,45,5,5,45,17,3,1,.3,.3,.1,.3,.45,.05,.05,.45,90,6.6,20,7.45,42,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,1,45,5,5,45,3,6,0,0,0
27,10,3,24.275,1635.115,1,2,0,0,0,0,0,0,0,50,25,15,10,-4,3,0,0,.5,.5,0,.5,.25,.15,.1,90,2.5,20,4.275,41,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,0,50,25,15,10,3,6,0,0,0
27,11,4,125.625,1297.594,1,2,0,0,0,0,0,0,2,0,25,50,25,15,1,2,0,.5,0,.5,0,.25,.5,.25,0,2.5,120,5.625,23,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,2,0,25,50,25,3,6,0,0,0
27,12,2,20,1560.5,1,2,0,0,0,0,0,0,0,0,0,100,0,19,3,0,.3,.3,.4,0,0,0,1,0,90,6.3,20,0,41,3,3,3,1,0,2,1,0,0,2,0,1,4,3,2,3,0,0,0,100,0,3,6,0,0,0
28,1,5,95.3,2286.133,0,1,0,20,20,50,10,8,0,0,0,0,0,0,0,0,.2,.2,.5,.1,0,0,1,0,90,5.3,90,0,11,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,0,20,20,50,10,3,6,0,0,0
28,2,2,97.925,1639.225,0,1,2,5,40,50,5,9,0,0,0,0,0,0,2,2,.05,.4,.5,.05,.5,.5,0,0,90,7.925,90,2.5,33,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,2,5,40,50,5,3,6,0,0,0
28,3,2,92.5,1887.675,1,2,0,0,0,0,0,0,2,50,50,0,0,23,2,2,.05,.4,.5,.05,.5,.5,0,0,90,7.925,90,2.5,33,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,2,50,50,0,0,3,6,0,0,0
28,4,1,127.5,1476.875,0,1,2,0,50,50,0,11,0,0,0,0,0,0,2,1,0,.5,.5,0,.3,.3,.2,.2,120,7.5,0,5.7,32,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,2,0,50,50,0,3,6,0,0,0
28,5,3,3.2,2343.6,0,1,3,40,20,40,0,13,0,0,0,0,0,0,3,3,.4,.2,.4,0,.45,0,.45,.1,0,3.2,0,3.925,44,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,3,40,20,40,0,3,6,0,0,0
28,6,6,25.325,2254.8,0,1,0,15,15,50,20,15,0,0,0,0,0,0,0,3,.15,.15,.5,.2,.05,.45,.05,.45,20,5.325,90,3.45,14,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,0,15,15,50,20,3,6,0,0,0
28,7,3,3.925,1966.208,1,2,0,0,0,0,0,0,3,45,0,45,10,21,3,3,.4,.2,.4,0,.45,0,.45,.1,0,3.2,0,3.925,44,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,3,45,0,45,10,3,6,0,0,0
28,8,4,97.5,2255.35,0,1,3,0,50,50,0,16,0,0,0,0,0,0,3,2,0,.5,.5,0,.25,.25,.25,.25,90,7.5,20,6.25,43,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,3,0,50,50,0,3,6,0,0,0
28,9,6,93.45,1886.35,1,2,0,0,0,0,0,0,3,5,45,5,45,-2,0,3,.15,.15,.5,.2,.05,.45,.05,.45,20,5.325,90,3.45,14,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,3,5,45,5,45,3,6,0,0,0
28,10,1,5.7,1640.815,1,2,0,0,0,0,0,0,1,30,30,20,20,7,2,1,0,.5,.5,0,.3,.3,.2,.2,120,7.5,0,5.7,32,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,1,30,30,20,20,3,6,0,0,0
28,11,4,26.25,1323.844,1,2,0,0,0,0,0,0,2,25,25,25,25,11,3,2,0,.5,.5,0,.25,.25,.25,.25,90,7.5,20,6.25,43,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,2,25,25,25,25,3,6,0,0,0
28,12,5,90,1650.5,1,2,0,0,0,0,0,0,0,0,0,100,0,6,0,0,.2,.2,.5,.1,0,0,1,0,90,5.3,90,0,11,2,2,3,3,0,0,1,2,3,2,0,3,3,1,4,4,0,0,0,100,0,3,6,0,0,0
29,1,2,96.25,2382.383,0,1,3,25,25,25,25,12,0,0,0,0,0,0,3,0,.25,.25,.25,.25,.4,.2,.4,0,90,6.25,20,3.2,41,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,3,25,25,25,25,3,6,0,0,0
29,2,4,94.325,1733.55,0,1,0,20,5,5,70,8,0,0,0,0,0,0,0,0,.2,.05,.05,.7,.5,0,.5,0,90,4.325,90,7.5,11,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,20,5,5,70,3,6,0,0,0
29,3,3,27.5,1915.175,0,1,2,0,0,50,50,23,0,0,0,0,0,0,2,3,0,0,.5,.5,0,.5,.5,0,20,7.5,90,7.5,34,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,2,0,0,50,50,3,6,0,0,0
29,4,1,100,1576.875,0,1,0,100,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,.35,.3,.15,.2,90,10,90,7.125,11,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,100,0,0,0,3,6,0,0,0
29,5,2,23.2,2366.8,1,2,0,0,0,0,0,0,0,40,20,40,0,21,3,0,.25,.25,.25,.25,.4,.2,.4,0,90,6.25,20,3.2,41,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,40,20,40,0,3,6,0,0,0
29,6,5,5.6,2260.4,0,1,2,20,40,20,20,19,0,0,0,0,0,0,2,0,.2,.4,.2,.2,.3,.1,.4,.2,0,5.6,120,7.5,31,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,2,20,40,20,20,3,6,0,0,0
29,7,5,127.5,2093.708,1,2,0,0,0,0,0,0,0,30,10,40,20,18,2,0,.2,.4,.2,.2,.3,.1,.4,.2,0,5.6,120,7.5,31,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,30,10,40,20,3,6,0,0,0
29,8,3,97.5,2352.85,1,2,0,0,0,0,0,0,3,0,50,50,0,-8,2,3,0,0,.5,.5,0,.5,.5,0,20,7.5,90,7.5,34,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,3,0,50,50,0,3,6,0,0,0
29,9,6,93.45,1979.8,0,1,3,45,5,5,45,20,0,0,0,0,0,0,3,2,.45,.05,.05,.45,.5,.2,.2,.1,90,3.45,20,4.3,43,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,3,45,5,5,45,3,6,0,0,0
29,10,1,97.125,1737.94,1,2,0,0,0,0,0,0,0,35,30,15,20,2,0,0,1,0,0,0,.35,.3,.15,.2,90,10,90,7.125,11,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,35,30,15,20,3,6,0,0,0
29,11,6,24.3,1348.144,1,2,0,0,0,0,0,0,2,50,20,20,10,14,3,2,.45,.05,.05,.45,.5,.2,.2,.1,90,3.45,20,4.3,43,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,2,50,20,20,10,3,6,0,0,0
29,12,4,97.5,1748,1,2,0,0,0,0,0,0,0,50,0,50,0,-1,0,0,.2,.05,.05,.7,.5,0,.5,0,90,4.325,90,7.5,11,0,3,2,0,2,3,0,0,3,0,0,2,6,0,3,3,0,50,0,50,0,3,6,0,0,0
30,1,5,95.475,2477.86,0,1,0,20,20,45,15,18,0,0,0,0,0,0,0,0,.2,.2,.45,.15,.2,.2,.2,.4,90,5.475,90,5.6,11,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,0,20,20,45,15,3,6,0,0,0
30,2,4,126.5,1860.05,0,1,2,40,30,20,10,10,0,0,0,0,0,0,2,1,.4,.3,.2,.1,.45,.45,.1,0,120,6.5,0,3.925,32,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,2,40,30,20,10,3,6,0,0,0
30,3,6,7.5,1922.675,0,1,2,50,0,50,0,22,0,0,0,0,0,0,2,0,.5,0,.5,0,.4,.2,.4,0,0,7.5,120,7.2,31,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,2,50,0,50,0,3,6,0,0,0
30,4,2,27.5,1604.375,0,1,2,0,0,50,50,-45,0,0,0,0,0,0,2,3,0,0,.5,.5,0,0,.7,.3,20,7.5,90,9.1,34,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,2,0,0,50,50,3,6,0,0,0
30,5,6,127.2,2494,1,2,0,0,0,0,0,0,0,40,20,40,0,18,2,0,.5,0,.5,0,.4,.2,.4,0,0,7.5,120,7.2,31,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,0,40,20,40,0,3,6,0,0,0
30,6,3,6.666,2267.064,0,1,0,1,33,33,33,22,0,0,0,0,0,0,0,1,.01,.33,.33,.33,.3,.4,.25,.05,0,6.666,120,6.425,12,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,0,1,33,33,33,3,6,0,0,0
30,7,2,99.1,2192.81,1,2,0,0,0,0,0,0,3,0,0,70,30,18,2,3,0,0,.5,.5,0,0,.7,.3,20,7.5,90,9.1,34,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,3,0,0,70,30,3,6,0,0,0
30,8,1,130,2482.85,0,1,0,0,0,100,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,.5,.5,0,120,10,0,2.5,13,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,0,0,0,100,0,3,6,0,0,0
30,9,4,3.925,1983.725,1,2,0,0,0,0,0,0,1,45,45,10,0,8,2,1,.4,.3,.2,.1,.45,.45,.1,0,120,6.5,0,3.925,32,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,1,45,45,10,0,3,6,0,0,0
30,10,3,126.425,1864.365,1,2,0,0,0,0,0,0,1,30,40,25,5,-1,0,1,.01,.33,.33,.33,.3,.4,.25,.05,0,6.666,120,6.425,12,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,1,30,40,25,5,3,6,0,0,0
30,11,5,95.6,1443.744,1,2,0,0,0,0,0,0,0,20,20,20,40,11,0,0,.2,.2,.45,.15,.2,.2,.2,.4,90,5.475,90,5.6,11,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,0,20,20,20,40,3,6,0,0,0
30,12,1,2.5,1750.5,1,2,0,0,0,0,0,0,2,0,50,50,0,14,0,2,0,0,1,0,0,.5,.5,0,120,10,0,2.5,13,0,2,0,2,0,2,2,3,1,1,0,0,5,2,4,1,2,0,50,50,0,3,6,0,0,0
31,1,5,26.25,2504.11,0,1,1,25,25,25,25,16,0,0,0,0,0,0,1,3,.25,.25,.25,.25,.34,.33,.33,0,20,6.25,90,6.633,24,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,1,25,25,25,25,4,6,0,0,0
31,2,2,4.3,1864.35,0,1,0,40,10,40,10,9,0,0,0,0,0,0,0,1,.4,.1,.4,.1,.4,0,0,.6,0,4.3,120,6.4,12,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,0,40,10,40,10,4,6,0,0,0
31,3,3,7.5,1930.175,0,1,2,50,0,50,0,17,0,0,0,0,0,0,2,0,.5,0,.5,0,.2,.15,.5,.15,0,7.5,120,8.325,31,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,2,50,0,50,0,4,6,0,0,0
31,4,6,2.5,1606.875,0,1,2,0,50,50,0,0,0,0,0,0,0,0,2,0,0,.5,.5,0,0,0,1,0,0,2.5,120,10,31,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,2,0,50,50,0,4,6,0,0,0
31,5,4,23.2,2517.2,0,1,0,40,20,40,0,22,0,0,0,0,0,0,0,3,.4,.2,.4,0,.15,.25,.3,.3,20,3.2,90,5.175,14,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,0,40,20,40,0,4,6,0,0,0
31,6,5,96.633,2363.697,1,2,0,0,0,0,0,0,3,34,33,33,0,23,1,3,.25,.25,.25,.25,.34,.33,.33,0,20,6.25,90,6.633,24,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,3,34,33,33,0,4,6,0,0,0
31,7,2,126.4,2319.21,1,2,0,0,0,0,0,0,1,40,0,0,60,17,0,1,.4,.1,.4,.1,.4,0,0,.6,0,4.3,120,6.4,12,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,1,40,0,0,60,4,6,0,0,0
31,8,6,130,2612.85,1,2,0,0,0,0,0,0,0,0,0,100,0,4,2,0,0,.5,.5,0,0,0,1,0,0,2.5,120,10,31,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,0,0,0,100,0,4,6,0,0,0
31,9,1,97.45,2081.175,0,1,0,45,5,5,45,17,0,0,0,0,0,0,0,0,.45,.05,.05,.45,.5,0,.5,0,90,7.45,90,7.5,11,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,0,45,5,5,45,4,6,0,0,0
31,10,3,128.325,1992.69,1,2,0,0,0,0,0,0,0,20,15,50,15,-3,2,0,.5,0,.5,0,.2,.15,.5,.15,0,7.5,120,8.325,31,0,0,2,0,1,2,0,1,0,3,3,0,6,2,2,2,0,20,15,50,15,4,6,0,0,0
